firma,street,plz,city,country,country_code,local_phone_number,anrede,vorname,nachname
i-Pharm Consulting GmbH,Landsberger Str. 191 ,80687,München,DE,49,8938035855,Herr,Colin John,Lynam
I.S. Fliesen,Berliner Straße 16A,93057,Regensburg,DE,49,17675585753,,,
I.u.S. Peters,Schieferweg 47 a ,42659,Solingen,DE,49,21247673,,,
I&F Objektreinigung Gesellschaft für Gebäudepflege mbH,Haunwöhrer Straße 32,85051,Ingolstadt,DE,49,17673984796,,,
IAS GmbH,Dynamostraße 13 ,68165,Mannheim,DE,49,62143855222,,,
iBäcker,Peutestraße 51,20539,Hamburg,DE,49,40780484,,,
Ibb Service GmbH,Am Fasanenhof 9 ,19061,"Schwerin, Mecklenburg",DE,49,38697809839,Herr,Hartmut,Groehl
IBC bau-tech GmbH,Am Spellenstein 18 ,66386,Sankt Ingbert,DE,49,689435386,Frau,Augustine,Wolf
Ibis München Parkstadt Schwabing,Lyonel-Feininger-Str. 20 ,80807,München,DE,49,89350630,,,
iCandi GmbH,Einsteinstr. 28 ,81675,München,DE,49,8974670926,Herr,Jason,Taylor
Ideenarbeit,Otto-Mair-Ring 41,83607,Holzkirchen,DE,49,80244699968,,,
IGRO Hausverwaltung GmbH,Offakamp 9 a ,22529,Hamburg,DE,49,40556203590,,,
Ihr Bäcker GmbH & Co.KG,Blücherstr. 40 ,6120,Halle,DE,49,3454788097,,,
Ihr Hausmeister-Service,Falkenweg 10 ,46244,Bottrop,DE,49,15739434623,,,
IKL und Partner Ingenieurgesellschaft mbH,Buchholzer Str. 38a ,30629,Hannover,DE,49,51154441960,,,
Il Mulino,Görresstr. 1 ,80798,München,DE,49,895233335,,,
il Padrino,Hirschberger Straße 5 ,65558,Eppenrod,DE,49,64858818020,,,
Ilek P.,Goslarer Str. 25 ,38690,Goslar,DE,49,53242292,,,
Ilona und Albert Günkel,Allerweg 16 ,63456,Hanau,DE,49,618165490,,,
IloTech UG,Bahnhofstr.  37,64732,Bad König,DE,49,60635896350,,,
Ilse Meineke,Walther-Mahlau-Stieg 2 ,22041,Hamburg,DE,49,406952411,,,
image2success,Rheinstraße 14,56269,Dierdorf,DE,49,15772541143,,,
IMB-Ingenieurbüro Melzer-Breuer GmbH,Kehlstr. 14 ,88214,"Ravensburg, Württemberg",DE,49,75165273357,Herr,Otto,Breuer
Imbiss Addis Inn.,Großblittersdorfer Straße 254,66119,Saarbrücken,DE,49,681872360,,,
Imbiss Bergedorfer ZOB,Weidenbaumsweg 19 ,21029,Hamburg,DE,49,4072545285,,,
Imbiss Feuerhuett‘n,Bajuwarenstraße 29,93053,Regensburg,DE,49,1746970180,,,
Imbiss Sofra Inh.Orhan Söyler,Lindenstraße 33 ,49393,Lohne,DE,49,4442802324,,Orhan,Söyler
Imbiss zur Burg,Nachtweide 95,39124,Magdeburg,DE,49,17652184687,,,
Immo-Service Schwaben, ,89438,,DE,49,907559237710,,,
Immobilien & Verwaltungs GmbH,Braunsberger Weg 10,24149,Kiel,DE,49,431203644,,,
Immobilien Sparkasse,Münchener Str. 1 ,83395,Freilassing,DE,49,86517074130,,,
Immobilienverwaltung Riebeckplatz GmbH,Bautzner Str. 120 ,1099,Dresden,DE,49,3518584036,Herr,Martin,Wenzel
Immonow GmbH,Rheinallee 5 ,46509,Xanten,DE,49,15159124517,Herr,Moritz,Müller
imwebsein,An der Muhre 73 ,16767,Leegebruch,DE,49,33042549027,,,
In Vino Veritas, ,,,DE,49,21548140854,,,
indutronic GmbH,Braunstraße 18,4347,Leipzig,DE,49,3418707990,,,
Ineco Gmbh,Jahnplatz 6 ,33602,Bielefeld,DE,49,52143060271,Herr,Andreas Berengar,von Unruh
Ines Tzschoppe Büro- und Veranstaltungsservice,Berliner Allee 5 ,30175,Hannover,DE,49,51189765698,,,
Ing. Herbert Rungweber,Dorfstr. 49 ,39579,Tangerhütte,DE,49,39365241,,Herbert,Rungweber
Inge Rodäbel,Hultroper Str. 48 ,59510,Lippetal,DE,49,29231688,,,
Ingenieur Kuss Sicherheitstechnik GmbH -,Pastor-Meyer-Weg 15 ,49191,Belm,DE,49,54068069727,,,
Ingenieurbüro für Bauwesen,Ringstr. 9 ,1067,Dresden,DE,49,1713185919,,,
Ingenieurbüro Geyer & Fels GmbH,Sonnenstraße 26,83043,Bad Aibling,DE,49,8802913220,,Matthias,Geyer
Ingenieurbüro-GK,Riegerbusch 23,58091,Hagen,DE,49,,,,
Ingo Vogeler,Steffensweg 126,28217,Bremen,DE,49,201672628,,,
Inh. Markus Grau Kaffee T Cafe,Schloßstr. 94 ,70176,Stuttgart,DE,49,71131943723,,,
Innenausbau Pappas,Ottostraße 69,42289,Wuppertal,DE,49,20229577044,,,
Innova Bauträger GmbH,Gartenstr. 49 ,13127,Berlin,DE,49,3047469767,,,
Innung Farbe-Gestaltung-Bautenschutz Rhein Main,Markwaldstr. 11 ,63073,Offenbach am Main,DE,49,6989990767,,,
Inovartis Risiko- und Finanzmanagement GmbH,Maximilianstr. 10 ,76133,Karlsruhe,DE,49,7218317130,,,
Inovartis Risiko- und Finanzmanagement GmbH,Pforzheimer Str. 15 ,76227,"Karlsruhe, Baden",DE,49,7218317130,Herr,Ralf,Wilhelm
Inspiration Beauty & Academy,Hansaring 21 ,50670,Köln,DE,49,1631895185,,,
Institut für Bauphysik Engelhardt Sachverständige für Bauphysik,Max-Eyth-Str. 17 ,44141,Dortmund,DE,49,23194199858,,,
Institut für Berufspädagogik und Erwachsenenbildung,Schloßwender Str. 1 ,30159,Hannover,DE,49,5117624651,,,
Institut für Gesundheit und Mensch - Gesine Mohr-Luschitz,Renngrubenstraße 3,64625,Bensheim,DE,49,6251788567,,,
Institut für pädagogische Förderung Lern-Eck Dr. Koch,Spremberger Str. 29 ,3046,Cottbus,DE,49,355701212,,,
Institut Lebenswert Heilpraktikerin,Oberfeldstraße 180,12683,Berlin,DE,49,3054437496,,,
Interhome Österreich | HHD GesmbH,Amraser-See-Straße 56,6020,Innsbruck,AT,43,512344091,,,
Intro,Sudetenstr. 7 ,95691,Hohenberg an der Eger,DE,49,92337759402,,,
IPBee GmbH,Froschkönigweg 6 ,21244,Buchholz in der Nordheide,DE,49,418192568,Herr,Jan Felix Heinrich,Timme
IPM GmbH,Monreposstr. 6 ,56567,Neuwied,DE,49,2631959652,,,
IPS Markus Kopka,Argula-von-Stauff-Straße 1 ,93176,Beratzhausen,DE,49,8910215276,,,
Irish Pub Alt-Karow,Alt-Karow 35 ,13125,Berlin,DE,49,3068835049,,,
IRISKA,Schubertstraße 52,63069,Offenbach am Main,DE,49,6986003954,,,
Irma Pultke Reisedienst,Stommeler Str. 17 ,50739,Köln,DE,49,2215994415,,,
Ismart repair Handy reparatur an und verkauf - Gold Ankauf,Bremerhavener Heerstraße 32,28717,Bremen,DE,49,1521644030549,,,
Istanbul Restaurant,Koblenzer Straße 157 ,53177,Bonn,DE,49,22862034227,,Emrullah,Kücük
ItalFLiESEN,Siemensstraße 24,85521,Ottobrunn,DE,49,15256570312,,,
Italiandöner,Friedrich-Breuer-Straße 73,53225,Bonn,DE,49,22892960290,,,
ITM Food,Kaiserstraße 95,44135,Dortmund,DE,49,5411659856,,,
Itzehoer Versicherungen: Melissa Hansen,Landstr. 12 ,24803,Erfde,DE,49,43332949957,,,
Itzehoer Versicherungen: Michael Röschmann,Enkendorf 4 ,24631,Langwedel,DE,49,43292354198,,,
IWP Baumbeschützer GmbH,Hardenbergplatz 2 ,10623,Berlin,DE,49,3027891698,Frau,Natalia,Alenina
Izabela Joos Tantra Massage und Berührungskunst Wiesbaden,Schultheiß Straße 48 ,65191,Wiesbaden,DE,49,1636297831,,Izabela Joos Tantra Massage un,
J und W-Consulting,Saazer Weg 28 ,93083,Obertraubling,DE,49,94015283260,,,
J. Bartz Immobilienverwaltungs- gesellschaft mbH,Wellingsbüttler Weg 143 ,22391,Hamburg,DE,49,4053300823,,,
J. Dahlbender u. J. Schürmann,Ottostraße 57,52070,Aachen,DE,49,2419019051,,,
J. Kleimann,Maiskamp 5 ,32120,Hiddenhausen,DE,49,522164815,,,
J. Theodor Schieler GmbH,Wetterauerstraße 32 ,61352,Bad Homburg,DE,49,617242771,,,
J. Wunsch,Lessingstraße 31,19059,Schwerin,DE,49,385714439,,,
J.Paul GmbH,Siemensweg 5 ,70794,Filderstadt,DE,49,711771913,Frau,,Paul
J&D Reinigungsdienst,Hauptstraße 30,91802,Meinheim,DE,49,17621567431,,,
J&M Edelmetall & Schmuck GmbH,Sonnenallee 3 ,12047,Berlin,DE,49,3069599220,,,
J&N Eventdienstleistungen,Theodor-Heuss-Str. 9 ,74081,Heilbronn,DE,49,17673860454,,,
Jack Wolfskin Store,Centroallee 235a,46047,Oberhausen,DE,49,2088109450,,,
Jade Energy GmbH,Moorlager Weg 33 ,26629,Großefehn,DE,49,,Frau,Eike,Sanders
Jahn,Weidestr. 6 ,23738,Riepsdorf,DE,49,43668844199,,,
Jak Handels GmbH,Hirseweg 8 ,50933,Köln,DE,49,22117071895,Frau,Juliane,Agne
Jakob Decker,Hauptstr. 86 ,51143,Köln,DE,49,2203803703,,,
Jakobi Gerüstbau GmbH,Peutestr. 42 - 46 ,20539,Hamburg,DE,49,4075666645,,,
Jan Banan Longboard Shop,Waldecker Str. 26 b ,34128,Kassel,DE,49,56158587731,,,
"Jan Drews Gebäudedienstleistungen, Trockenbau & Service",Mendelssohnstr. 2 ,16515,Oranienburg,DE,49,15730868906,,,
Jan Schröder Im- und Export GmbH,Peutestr. 51 ,20539,Hamburg,DE,49,4078102695,Herr,Jan,Schröder
Jana Fedder Nagelstudio,Robert-Beltz-Str. 2 B ,19059,Schwerin,DE,49,3855897275,,,
Janet Gawlik,Ebertstraße 40,7548,Gera,DE,49,3657302226,,,
Japan Kultur Service,Bergstraße 92,12169,Berlin,DE,49,3062989168,,Japan Kultur Service,
Jean Fix & Söhne Bauunternehmung GmbH,Konrad-Zuse-Ring ,61137,"Schöneck, Hessen",DE,49,61879948806,Herr,Jochen,Koch
Jeannette`s Friseursalon,Ernst-Henecke-Ring 99 ,15806,Zossen,DE,49,3377200101,,,
Jens Peter Tietz,Birkenallee 26 ,15232,"Frankfurt, Oder",DE,49,335542845,,,
Jericho24 UG,Hochstr. 86 ,56070,Koblenz,DE,49,2618842233,Herr,,Jericho
JF Elektro, ,53567,,DE,49,17623722610,,,
Jiu Jitsu Judo Club Neuried e.V.,Ringstraße 5 ,77743,Neuried,DE,49,78079893049,,,
JJ´s Clean Car,Südlohner Damm 8,48712,Gescher,DE,49,15234605927,,,
Joachim Lottner,Goethestr. 3 ,91799,Langenaltheim,DE,49,91456280,,,
Joachim Rust GrünAnl.Pflege,Rosenweg 17 ,1259,Dresden,DE,49,3512010368,,,
Joachim Winkler,Raiffeisenstraße 17 ,76831,Billigheim-Ingenheim,DE,49,63495264,,,
Joachim Zinnemann,Volgersweg 5 ,30175,Hannover,DE,49,51154543874,,,
Joannis Giannakis,Altenessener Straße 428,45329,Essen,DE,49,201357718,,,
Job Atelier,Europark Fichtenhain A A9 ,47807,Krefeld,DE,49,151419135511,,,
Jochen Fahlenkamp,Leibnizstr. 55 ,10629,Berlin,DE,49,303132900,,,
Johann Asendorf Elektronanlagen,Hastedter Osterdeich 241 ,28207,Bremen,DE,49,421415239,,,
Johann Bodmeier,Bachkramerweg 21a ,85643,Steinhöring,DE,49,8094496,,Johann,Bodmeier
Johann Fast Bedachungen, ,53909,,DE,49,22528308910,,,
Johann Heinemann,Greuther Str. 3 ,90455,Nürnberg,DE,49,912276661,,,
Johannes Behne Gärtnerei,Am Sportplatz 5 ,4249,Leipzig,DE,49,3414283404,,,
Johannes Grosch Raumgestaltung,Kleinmarschierstr. 18 ,52062,Aachen,DE,49,,,haben jemanden !!!,
Johannes Kusserow Blechverarbeitung,Buchholzstraße 95,51469,Bergisch Gladbach,DE,49,220243883,,,
Johanniter Die Johanniter Regionalverband Kurhessen,Im Alten Felde 8 ,34497,Korbach,DE,49,563197070,,,
Jokke Deutschland GmbH,Gröbenzeller Str. 30 ,82178,"Puchheim, Oberbayern",DE,49,8954042008,Herr,Pertti,Porkola
Jörg Braasch Garten- und Landschaftsbau,Am Bann 1 ,35510,Butzbach,DE,49,6033970543,,,
Jörg Thomas Weigel,Schwanallee 33 ,35037,Marburg,DE,49,642117150,,,
Josef Bauer,Schulstr. 9 ,85077,Manching,DE,49,8459997,,,
Josef Braun,Turnstr. 16 ,76846,Hauenstein,DE,49,6392993096,,,
Josef Maaß,Werderstr. 53 ,66763,Dillingen (Saar),DE,49,6831707874,,,
Josef Stadler,Am Goldenen Steig 1 ,94146,Hinterschmiding,DE,49,8551913198,,,
Josef Voß KFZ-Mechanik,Am Hüllberg 6,58708,Menden,DE,49,23784988,Herr,Josef,Voß
Joys Hundesalon,Bergstraße 7,66115,Saarbrücken,DE,49,6817760617,,,
juist-gastronomie,Strandstraße 1 ,26571,Juist,DE,49,359212002,,,
Julia Breiter,Heidelberger Str. 1 ,69207,Sandhausen,DE,49,6224147544,,,
Julia Esterlein Beautyexpert,Columbusstraße 45374,71686,Remseck am Neckar,DE,49,17663222284,,,
Julia Meya,Dresdener Straße 55,45881,Gelsenkirchen,DE,49,209817469,,,
Julies Place,Finkenstraße 8 ,65388,Schlangenbad,DE,49,15111679430,,,
Junge Die Bäckerei.,Altonaer Straße 280,24539,Neumünster,DE,49,43218525240,,,
Junge Union Kerpen,Hermann-Seger-Straße 23 ,50226,Frechen,DE,49,223418840,,,
Jürgen Donecker Sanitär-Heizung-Lüftung-Klima,Zitelmannstraße 5 ,53113,Bonn,DE,49,22820727905,,Jürgen Donecker Sanitär-Heiz,
Jürgen Frost,Zum Teufelsberg 3 ,36199,Rotenburg an der Fulda,DE,49,66232137,,,
Jürgen Hiestand,Beurener Str. 4 ,78247,Hilzingen,DE,49,7739262,,,
Jürgen Kern,Karl-Weber-Str. 23 ,73037,Göppingen,DE,49,7161811218,,,
Jürgen Leonhard Garten- und Landschaftsbau,Edewechter Landstraße 134 ,26131,Oldenburg,DE,49,441501516,,,
Jutel Windischgarsten,Sonnhofgasse ,4580,Windischgarsten,AT,43,732782720,,,
K. & J. Sieben Personalmanagement GmbH,Alter Markt 43 ,41061,Mönchengladbach,DE,49,21619046300,Herr,Heinz Jürgen,Sieben
K.-H. Brunk Fotograf,Friedhofsallee 22 ,35396,Gießen,DE,49,6419303800,,,
K&M Gebäudereinigung,Stapelbrede ,33611,Bielefeld,DE,49,1621526300,,,
KADEGE Vermittlung,Weihenstephaner Str. 4 ,85716,Unterschleißheim,DE,49,89216300,,,
Kaffee-Klatsch,Waldseestraße 44,63486,Bruchköbel,DE,49,17643219751,,,
Kai Murek Photographie,Margaretenhof 10-12  ,45888,Gelsenkirchen,DE,49,15752381270,,Kai Murek,
Kairion GmbH,Mainzer Landstr. 61 ,60329,Frankfurt am Main,DE,49,6990283900,Herr,Marc,Albrecht
Kaiser Wilhelm Memorial Church,Breitscheidplatz ,10789,Berlin,DE,49,302185023,,,
Kallbach Max,Eichenstr. 24 ,61476,Kronberg,DE,49,61734902,,,
Kälte Schmöe,Am Fuchsbach 7 ,32479,Hille,DE,49,57346655310,,,
Kamenz Bau Meisterbetrieb für Hochbau Inh.Bernd Kamenz,Gehren Grünswalder Str. 7 ,15926,Heideblick,DE,49,354553070,,,
Kamin Kachelöfen,Koppelweg 12 ,48249,Dülmen,DE,49,25948932477,,,
Kammerjäger Absolut Hoppegarten,Alte Berliner Straße 79,15366,Hoppegarten,DE,49,15792483219,,,
Kampf GmbH & Co. KG,Kollwitzstr. 38 ,10405,Berlin,DE,49,3040301112,,,
Kampfsport und Fitness Club e. V.,Leplaystraße 11,4103,Leipzig,DE,49,2154888,,,
Kamps Bäckerei im REWE Markt,Lürriper Str. 17 ,41065,Mönchengladbach,DE,49,21614070572,,,
Kamps Backshop,Breslauer Str. 35 ,52068,Aachen,DE,49,241537913,,,
Kanal-Türpe Döben GmbH & Co. KG,An der Schäferei 4A ,4668,Grimma,DE,49,343792380,,,
"Kanzlei Prinz, Neidhardt, Engelschall GbR",Tesdorpfstr. 16 ,20148,Hamburg,DE,49,404132000,,,
Kapmaz Fliesen-Naturstein,Ingolstädter Straße 9,85077,Manching,DE,49,17658071912,,,
Karabulut Lezzet Firini,Hauptstraße 282,42579,Heiligenhaus,DE,49,1635846185,,,
Kardesler Bakkal,Harsleber Torstraße 6,38350,Helmstedt,DE,49,15750865222,,,
Karin Einberger,Zennerstr. 16 ,81379,München,DE,49,896929870,,,
Karin Geier WGV-Versicherung,Bergstraße 7,66501,Großbundenbach,DE,49,79512970110,,,
Karin Kreutz Frisiersalon,Weidengasse 40 ,50668,Köln,DE,49,221122948,,,
Karl Reger,Köglitz 18 ,95478,Kemnath,DE,49,9642914525,,,
Karl Roth,Am Esselberg 11 ,97241,Oberpleichfeld,DE,49,93673893,,,
Karl Treske GmbH Gummi- u. Kunststofftechnik,Päwesiner Weg 20 ,13581,Berlin,DE,49,303393840,,,
Karl Vogt Dachdecker,Frankenstr. 12 ,36039,Fulda,DE,49,661606531,,,
Karl Walter,Falltorstraße 1,63486,Bruchköbel,DE,49,618173632,,,
Karl-Heinrich Neuschäfer,In der Else 2 ,34549,Edertal,DE,49,5623935456,,,
Karl-Heinz Franzolet,Bismarckstr. 118 ,46047,Oberhausen,DE,49,208873137,,,
Karl-Heinz Hahl,Bürstädter Str. 85 ,68623,Lampertheim,DE,49,62069093250,,,
Karl-Heinz Nickel Fliesenleger,Grabenstr. 12 A ,45888,Gelsenkirchen,DE,49,209876180,,,
Karl-Robert Grisse Heizungsbaumeister,Gilbergstr. 74 ,57080,Siegen,DE,49,271385747,,,
Karlheinz Kolbeck,Daberg 25,93437,Furth im Wald,DE,49,99733120,,,
Karrasch Pit Dipl.-Ing. - Gartendesign Garten- und Landschaftsbau,Obstgartenweg 12 ,70191,Stuttgart,DE,49,1732310332,,,
Karsten Kiwitz Andreas Horn Baumontage,Straße des Friedens 48 b ,15366,Hoppegarten,DE,49,33423070632,,,
Kartal Seyit,Berliner Str. 275 ,65205,Wiesbaden,DE,49,61189037501,,,
KARWASH,Halterner Straße 73,45657,Recklinghausen,DE,49,23614072840,,,
Katarzyna Buth @rtext Übersetzungen,Wilhelm-Johow-Str. 10 ,45897,Gelsenkirchen,DE,49,2099474069,Frau,,
Katharina Barden,Römerstr. 6 ,56820,Briedern,DE,49,26731629,,,
Katharina Groth,Barnestraße 66 ,31515,Wunstorf,DE,49,50317001200,,,
Kaupp Konrad Electric,Im Öschle 4 ,72070,Tübingen,DE,49,7071975991,,,
Kaya Haustechnik GmbH,Bettinastraße 70,63067,Offenbach am Main,DE,49,6940325852,,,
KB Servicepoint Hamburg Süd GmbH,Düneberger Str. 83 ,21502,Geesthacht,DE,49,41529068060,Herr,Marcel,Walter
Kebap Checker Hüseyin Cakan,Lohbachstr. 8 ,42553,Velbert,DE,49,20534931830,,,
Kebaphaus Celebi,Willy-Brandt-Platz 1 - 3 ,28215,Bremen,DE,49,4216204939,,,
KELMAR Telefonbuchverlag GmbH,Zittauer Str. 30 ,99091,Erfurt,DE,49,3617308600,,Michael,Oschmann
Kemer Imbiss,Marienstraße 3,95028,Hof,DE,49,92815089985,,,
Kerstin Sonntag Friseursalon,Pappelweg 2 ,9123,Chemnitz,DE,49,372092078,,,
Kerte GmbH,Hausinger Str. 8 ,40764,Langenfeld,DE,49,17620001500,Herr,,Kerte
Kessel Am Markt,Am Markt 1 ,16727,Velten,DE,49,33042543970,,,
Kettler-Brot Gmbh,Berliner Platz 9 ,45739,Oer-Erkenschwick,DE,49,23688988466,Herr,Olaf,Zimmerling
KfH Kuratorium für Dialyse und Nierentransplantation e.V.,Brachelener Straße 13-15 ,52441,Linnich,DE,49,246299210,,,
KFZ Steinkamp GmbH,Holdorfer Str. 14 ,49434,Neuenkirchen-Vörden,DE,49,5493458,,,
KFZ Werkstatt J. Heiden GmbH - KFZ Werkstatt in Darmstadt,Fabrikstr. 6 ,64293,Darmstadt,DE,49,61512764638,,,
KFZ-BLUE,Gutenbergstraße ,47443,Moers,DE,49,1632265158,,,
KFZ-Reparaturen Martin Mayer,Senefelderstr. 17 ,94315,Straubing,DE,49,94217510138,,,
Kfz.-Meisterbetrieb Christian Kreuz,Ortenburger Straße 20,83224,Grassau,DE,49,15118439170,,,
Khorasan Market ( خراسان مارکت ),Marienstraße 9,33098,Paderborn,DE,49,17670975872,,,
Kicherer Metallleichtbau GmbH,Schulstraße 28 ,56736,Kottenheim,DE,49,2651947320,,,
Kieler Radsportverein von 1961 e. V. Dieter Haushahn,Redderkamp 99 ,24111,Kiel,DE,49,431697292,Herr,Dieter,Haushahn
Kim Fielsch,Beethovenstr. 44 ,31180,Giesen,DE,49,15209393816,,,
Kin Camper GmbH,Hausgärtenweg 2 ,73054,"Eislingen, Fils",DE,49,75339401184,Herr,Yannic,Lay
Kindergeburtstage Mannheim,Germaniastr. 58 ,68199,Mannheim,DE,49,1638710308,,,
Kinderladen Heuhüpfer e.V.,Kaiserstr. 4 ,69115,Heidelberg,DE,49,62214531849,,,
Kirchberg Klinik,Kirchberg 7-11 ,37431,Bad Lauterberg,DE,49,55248590,,,
Kirchberger UG,Untersbergstr. 16 ,84559,Kraiburg am Inn,DE,49,8638883929,,,
Kirstin Hennemann und Gabriele Braun - Maßschuhe -,Senefelderstr. 32 ,10437,Berlin,DE,49,3040042861,,,
"Kirstin Reinelt / Heilpraktikerin, Naturheilpraxis Ki-Lebensfreude",Hauptstraße 1 ,46244,Bottrop,DE,49,15772970960,Frau,Kirstin,Reinelt
KKDS Dienstleistung,Brennbergstraße 24A ,93057,Regensburg,DE,49,94120080571,,,
Klar Schiff,Kettelerstraße 18,64807,Dieburg,DE,49,1726857327,,,
Klara Heinemann,Emmerkämpe 16 ,33039,Nieheim,DE,49,527495826,,,
Klara Morel,Kölner Str. 3 ,64293,Darmstadt,DE,49,6151893589,,,
Klärgas-Technik und Service,Bessemerstraße 1 ,49084,Osnabrück,DE,49,5413350440,,Klärgas-Technik und Service,
Klaus Bauschke,Auerbach 50 ,94065,Waldkirchen,DE,49,85814056,,,
Klaus Hackbarth,Glatzer Str. 34 ,31789,Hameln,DE,49,515165658,,,
Klaus-Peter Below Ingenieur,Wesenberger Ring 27 B ,12359,Berlin,DE,49,306022338,,,
Kleiderklinik Friedrichshafen,Charlottenstraße 56,88045,Friedrichshafen,DE,49,17670164100,,,
Kleine,Balthasar-Neumann-Platz 28 ,50321,Brühl,DE,49,2232568220,,,
Kleingärtnerverein Wülfel e.V. |...,Oesterleystr15 ,30171,Hannover,DE,49,511800302,,,
Kliesener & Schneider Rechtsanwälte und Steuerberater,Bachstr. 27 ,7743,Jena,DE,49,364147170,,,
Klimas,Am Weidedamm 22 ,28215,Bremen,DE,49,421373137,,,
Klime Velyanoski Boden- und Fliesenleger,Schöttlstraße 5,81369,München,DE,49,17628719962,,,
Knüller Reisen (Mobiler Reiseberater),Karlstraße 18,99817,Eisenach,DE,49,36916745668,,,
KOBRA Die Makler,Röther Gasse 12 ,63571,Gelnhausen,DE,49,60519153555,,,
Koch Kachelofenbau,Albert-Schweitzer-Str. 1 /1 ,75015,Bretten,DE,49,7252957435,,,
Kodra Gerüstbau GmbH,Auf der Lohe 3,21217,Seevetal,DE,49,4105154126,,,
Kohl-Absauganlagen,Gotthold-Ege-Str. 20 ,71229,Leonberg,DE,49,7152358512,,,
Köhntoptaler Bau GmbH,Bandelow 11 ,17337,Uckerland,DE,49,1708344352,,,
Kolbenflott GmbH,Köpenicker Str. 154 A ,10997,Berlin,DE,49,306126776,,,
Koller Vertriebs-GmbH,Dorfstraße 10,84555,Jettenbach,DE,49,863867646,Herr,Andreas,Hummel
"Kolpingfamilie Poing e.V. Mittagsbetreuung, OGTS und Mensa",Friedensstraße 1 ,85586,Poing,DE,49,81217709023,,,
KONAK,Hamburger Straße 10 ,24568,Kaltenkirchen,DE,49,41919577798,,Özlem,Gülbeyaz
KonfiDents GmbH,Cantadorstr. 3 ,40211,Düsseldorf,DE,49,62518609995,Herr,Florian,Fuchs
Konrad Meger,Am Strubberg 18 ,32609,Hüllhorst,DE,49,574140975,,,
konVet GmbH,Thomas-Theodor-Heine-Str. 3 ,86911,Dießen am Ammersee,DE,49,880791196,Herr,Tobias Dominik,Vetter
Kopfstand Trainings & Coaching,Am Anger 22 ,86928,Hofstetten,DE,49,1709021624,,,
Kopier-Service Wiesloch,Breslauer Str. 1 ,69168,Wiesloch,DE,49,622231820910,,,
Kordas & Kobuschewski Elektrogroßhandel,Steinring 49 ,44789,Bochum,DE,49,234333020,,,
Koritki Tim Personal Fitness Trainer,Am Zunder 14 ,40589,Düsseldorf,DE,49,17664161850,,,
KORN-Immobilien,Bornpfad 11,63456,Hanau,DE,49,61814276271,,,
Körner H.,Am Knippchen 38 ,53229,Bonn,DE,49,228483175,,,
Kosmetik - Zeitlos schön,Hinterdorfstr. 31 ,6536,Wickerode,DE,49,346536899811,,,
Kosmetik und Fusspflegesalon Angelika Peucker,Lassallestr. 29 ,12589,Berlin,DE,49,306480205,,,
Kosmetik-Studio Body und Face Kosmetik,Am Holzhof 39,29221,Celle,DE,49,5141550444,,,
Kosmetikstudio Andrea Bertz,Fuhrberger Landstraße 28,29225,Celle,DE,49,51419335900,,,
Kosmetikstudio Auszeit,Vereinsstraße 24B,41472,Neuss,DE,49,1787231833,Frau,Ece,Buzoglu
Kosmetikstudio Kamelie Beauty,Schillerstraße 14,28195,Bremen,DE,49,1747144606,,,
Kosmetikstudio la femme,Jahnstraße 60,60318,Frankfurt am Main,DE,49,695961565,,,
Kosmetikstudio Sensitive,Buschstraße 361,47800,Krefeld,DE,49,21516529400,,,
Kosmetikstudio Sofia Capanda by Uhlala Beauty,Semerstraße 52,86956,Schongau,DE,49,1781008366,,,
Kossin Rollladentechnik und Markisen GmbH,Kaiser-Wilhelm-Str. 8 ,12247,Berlin,DE,49,3045805980,,,
KR Kanal- und Rohrtechnik GmbH & Co. KG,Hinter'm Schloß ,32549,Bad Oeynhausen,DE,49,57317550920,Herr,Tom,Kühling
Kraftverkehrsausbildung &amp. Logistikausbildung Rottmann,Ehgartenstraße 7d ,864438,Egenhofen,DE,49,81345538533,,Kraftverkehrsausbildung,
Kramer & Kramer Häusliche Krankenpflege GbR, ,10437,,DE,49,304485221,,,
Kran-Einsatz-Service Leipzig GmbH,Riesaer Straße 72-74,4328,Leipzig,DE,49,3412667708,,,
Kreativraum Stuckateure,Oberstraße 38,74927,Eschelbronn,DE,49,17632702856,,,
Krieger u. Stingl Ing.Büro GbR,Oberfeldstr. 61 ,12683,Berlin,DE,49,1713680480,,,
Kristine Biehl,Schrödersweg 37 ,22453,Hamburg,DE,49,4041918635,,,
"Krüger, Hans-Werner",Alte Hellersdorfer Str. 26 ,12629,Berlin,DE,49,309950087,,,
Krystyna Füderer,Augustastr. 72 ,76437,Rastatt,DE,49,722221317,,,
KS Dienstleistungen & Hausmeister,Alte Str. 25 ,75339,Höfen an der Enz,DE,49,17624713293,,,
KS Haustechnik,Baustraße 15,42697,Solingen,DE,49,15771480848,Herr,Kadri Selmanaj,Hr Palm
Küche&Co Kulmbach,Fritz-Hornschuch-Straße 9 ,95326,Kulmbach,DE,49,92218782449,,,
Kuehlwerk Elektronik,Südstr. 1a ,31848,Bad Münder am Deister,DE,49,504250420,,,
"Kugler, H. Prof. Dr.",Wacholderweg 23 ,6118,Halle,DE,49,3455233915,,,
Kühdorf & Sohn GmbH Dachdecker Meisterbetrieb Bedachungen,Fichtenstr. 70 ,40233,Düsseldorf,DE,49,1715353091,,,
Kuhnert Versicherung,Naumburger Str. 115,6217,Merseburg,DE,49,3461503649,Herr,Klaus,Kuhnert
